"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"Yenepoya Medical College and Hospital.","#","Chitradurga","#","Chitradurga","Karnataka",,"UGC",,"India",,,
"Khaja Banda Nawaz Institute of Medical Hospital.","#","Kalaburagi","Gulbarga","Kalaburagi","Karnataka",,"UGC",,"India",,,
"Basaveswara Medical College and Hospital.","#","Chitradurga","#","Chitradurga","Karnataka",,"UGC",,"India",,,
"MVJ Medical College & Research Hospital.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"KVJ Medical College.","#","Sullia","#","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"Vydehi Institute of Medical Sciences & Research Center.","#","Nallurahalli","#","Bengaluru","Karnataka",,"UGC",,"India",,,
"A.J. Institute of Medical Sciences.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"S. Nijalingappa Medical College.","#","Bagalkot","#","Bagalkot","Karnataka",,"UGC",,"India",,,
"Navodaya Medical College.","#","Raichur","#","Raichur","Karnataka",,"UGC",,"India",,,
"SDM Medical College.","#","Dharwad","#","Dharwad","Karnataka",,"UGC",,"India",,,
"Raja Rajeshwari Medical College & Hospital.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"S.S. Institute of Medical Sciences & Research.","#","Davanagere","Davangere","Davanagere","Karnataka",,"UGC",,"India",,,
"Belagavi Institute of Medical Sciences.","#","Belagavi","Belgaum","Belagavi","Karnataka",,"UGC",,"India",,,
"Mandya Institute of Medical Sciences.","#","Mandya","#","Mandya","Karnataka",,"UGC",,"India",,,
"Hassan Institute of Medical Sciences.","#","Hassan","#","Hassan","Karnataka",,"UGC",,"India",,,
"Shivamogga Institute of Medical Sciences.","#","Shivamogga","Shimoga","Shivamogga","Karnataka",,"UGC",,"India",,,
"Raichur Institute of Medical Sciences.","#","Raichur","#","Raichur","Karnataka",,"UGC",,"India",,,
"Bidar Institute of Medical Sciences.","#","Bidar","#","Bidar","Karnataka",,"UGC",,"India",,,
"Medical College.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"T.D. Medical College.","#","Alappuzha","#","Alappuzha","Kerala",,"UGC",,"India",,,
"Medical College.","#","Kottayam","#","Kottayam","Kerala",,"UGC",,"India",,,
"Medical College.","#","Kozhikode","#","Kozhikode","Kerala",,"UGC",,"India",,,
"Medical College.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"Academy of Medical Sciences.","#","Kannur","#","Kannur","Kerala",,"UGC",,"India",,,
"Co-operative Medical College.","#","Kochi","Cochin","Ernakulam","Kerala",,"UGC",,"India",,,
"Amrita Institute of Medical Sciences & Research Centre.","#","Kochi","Cochin","Ernakulam","Kerala",,"UGC",,"India",,,
"Pushpagiri Institute of Medical Sciences &  Research Centre.","#","Thiruvalla","#","Pathanamthitta","Kerala",,"UGC",,"India",,,
"Malankara Orthodox Syrian Church  Medical Mission.","#","Kolencherry","#","Ernakulam","Kerala",,"UGC",,"India",,,
"Dr. Somervel Memorial CSI Hospital & Medical College.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"Jubilee Mission Medical College &  Research Institute.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"Amala Institute of Medical Sciences.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"MES Medical College.","#","Malappuram","#","Malappuram","Kerala",,"UGC",,"India",,,
"Sree Gokulam  Medical College.","#","Trivendrum","#","Trivendrum","Kerala",,"UGC",,"India",,,
"Kannur Medical College.","#","Kannur","#","Kannur","Kerala",,"UGC",,"India",,,
"SUT Academy of  Medical Sciences.","#","Thiruvananthapuram","#","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"Karuna Medical College.","#","Palakkad","#","Palakkad","Kerala",,"UGC",,"India",,,
"KMCT Medical College.","#","Kozhikode","#","Kozhikode","Kerala",,"UGC",,"India",,,
"Azeezia Institute of Medical Sciences and Research.","#","Kollam","#","Kollam","Kerala",,"UGC",,"India",,,
"Sree Narayana Institute of Medical Sciences.","#","Ernakulam","#","Ernakulam","Kerala",,"UGC",,"India",,,
"Travancore Medical College.","#","Kollam","#","Kollam","Kerala",,"UGC",,"India",,,
"Kerala University.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"Kozhikode  University.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"Kochi University.","#","Kochi","Cochin","Ernakulam","Kerala",,"UGC",,"India",,,
"Kannur University.","#","Kannur","#","Kannur","Kerala",,"UGC",,"India",,,
"Netaji Subhash Chandra Bose Medical College.","#","Jabalpur","#","Jabalpur","Madhya pradesh",,"UGC",,"India",,,
"GR Medical  College.","#","Gwalior","#","Gwalior","Madhya pradesh",,"UGC",,"India",,,
"MGM Medical College.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"Gandhi Medical College.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"S.S. Medical  College.","#","Rewa","#","Rewa","Madhya pradesh",,"UGC",,"India",,,
"RD Gardhi Medical  College.","#","Ujjain","#","Ujjain","Madhya pradesh",,"UGC",,"India",,,
"Aurobindo Institute of Medical Science.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"People’s College of Medical Sciences & Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Index Medical College, Hospital & Research Centre.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"L.N. Medical College & Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Sagar Government Medical College.","#","Sagar","#","Sagar","Madhya pradesh",,"UGC",,"India",,,
"Grant Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Seth GS Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"TN Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"LTM Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Padmashree Dr. D.Y. Patil Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Mahatma Gandhi Mission’s Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"KJ Somaiyya Medical College and Research Centre.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Rajiv Gandhi Medical College and Chhtrapati Shivaji Maharaj Hospital.","#","Thane","#","Thane","Maharashtra",,"UGC",,"India",,,
"Terna Medical College.","#","Navi mumbai","#","Raigad","Maharashtra",,"UGC",,"India",,,
"BJ Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Armed Forece Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Rural Medical College.","#","Loni","#","Ahmednagar","Maharashtra",,"UGC",,"India",,,
"NDMVP Samaj’s Medical College.","#","Nashik","#","Nashik","Maharashtra",,"UGC",,"India",,,
"Bharati Vidyapeeth’s Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Sre Bhausaheb Hire Govt Medical College.","#","Dhule","#","Dhule","Maharashtra",,"UGC",,"India",,,
"Jawahar Medical Foundation’s ACPI Medical College.","#","Dhule","#","Dhule","Maharashtra",,"UGC",,"India",,,
"Miraj Medical College.","#","Miraj","#","Sangli","Maharashtra",,"UGC",,"India",,,
"Dr.VM Medical College.","#","Solapur","#","Solapur","Maharashtra",,"UGC",,"India",,,
"Kirshna Institute of Medical Sciences.","#","Karad","#","Satara","Maharashtra",,"UGC",,"India",,,
"D.Y. Patil Education Society’s D.Y. Patil Medical College.","#","Kolahpur","#","Kolahpur","Maharashtra",,"UGC",,"India",,,
"Govt Medical College.","#","Aurangabad","#","Aurangabad","Maharashtra",,"UGC",,"India",,,
"SRTR Medical College.","#","Ambajogai","#","Beed","Maharashtra",,"UGC",,"India",,,
"Mahatma Gandhi Mission’s Medical College.","#","Aurangabad","#","Aurangabad","Maharashtra",,"UGC",,"India",,,
"Govt Medical College.","#","Nanded","#","Nanded","Maharashtra",,"UGC",,"India",,,
"Maharashtra Institute of Medical Sciences & Research.","#","Latur","#","Latur","Maharashtra",,"UGC",,"India",,,
"Govt Medical College.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Indira Gandhi Medical College.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Mahatma Gandhi Institute of Medical Sciences.","#","Wardha","#","Wardha","Maharashtra",,"UGC",,"India",,,
"JN Medical College.","#","Wardha","#","Wardha","Maharashtra",,"UGC",,"India",,,
"NKP Salve Institute of Medical Sciences.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Dr. Panjabrao Alias Bhausahe’s Deshmukh Memorial Medical College.","#","Amravati","#","Amravati","Maharashtra",,"UGC",,"India",,,
"Shree Vasantrao Naik Govt Medical College.","#","Yavatmal","#","Yavatmal","Maharashtra",,"UGC",,"India",,,
"Maharashtra Institute of Medical Education & Research.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Dr. D.Y. Patil Pratishthan’s Medical College for Women.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Govt Medical College.","#","Kolhapur","#","Kolhapur","Maharashtra",,"UGC",,"India",,,
"Govt. Medical College.","#","Latur","#","Latur","Maharashtra",,"UGC",,"India",,,
"Govt. Medical College.","#","Akola","#","Akola","Maharashtra",,"UGC",,"India",,,
"Dr. Vithalrao Vikhe Patil Foundation’s Medical College.","#","Ahmednagar","#","Ahmednagar","Maharashtra",,"UGC",,"India",,,
"Bharati Vidyapeeth Deemd University Medical College.","#","Sangli","#","Sangli","Maharashtra",,"UGC",,"India",,,
"Smt. Kashibai Nalave Medical College and General Hospital.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Dr. Ulhas Patil Medical College and Hospital.","#","Jalgaon","#","Jalgaon","Maharashtra",,"UGC",,"India",,,
"Mumbai University.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Poona University.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Nagpur University.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Amravati University.","#","Amravati","#","Amravati","Maharashtra",,"UGC",,"India",,,
"Regional Institute of Medical Sciences.","#","Imphal west","#","Imphal west","Manipur",,"UGC",,"India",,,
"SCB Medical College.","#","Cuttack","#","Cuttack","Odisha",,"UGC",,"India",,,
"MKCG Medical College.","#","Brahmapur","Berhampur","Ganjam","Odisha",,"UGC",,"India",,,
"VSS Medical College.","#","Burla","#","Sambalpur","Odisha",,"UGC",,"India",,,
"Hi-Tech Medical College.","#","Bhubaneswar","#","Khordha","Odisha",,"UGC",,"India",,,
"Kalinga Institute of Medical Sciences.","#","Bhubaneswar","#","Khordha","Odisha",,"UGC",,"India",,,
"Institute of Medical Sciences and SUM Hospital.","#","Bhubaneswar","#","Khordha","Odisha",,"UGC",,"India",,,
"Jawaharlal Institute of Postgraduate Medical Education & Research.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Vinayak Mission’s Medical College.","#","Karaikal","#","Karaikal","Puducherry",,"UGC",,"India",,,
"Aarupadai Veedu Medical College.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Mahatma Gandhi Medical College.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Pondicherry Institute of Medical Sciences.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Sri Manakula Vinayagar Medical College.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Laxmi Narayan Institute of Medical Sciences.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Sri Venkateshwara Medical College & Research Centre.","#","Pondicherry","Puducherry","Pondicherry","Puducherry",,"UGC",,"India",,,
"Govt Medical College.","#","Patiala","#","Patiala","Punjab",,"UGC",,"India",,,
"Guru Govind Singh Medical College.","#","Faridkot","#","Faridkot","Punjab",,"UGC",,"India",,,
"Christian Medical College.","#","Ludhiana","#","Ludhiana","Punjab",,"UGC",,"India",,,
"Dayanand Medical College.","#","Ludhiana","#","Ludhiana","Punjab",,"UGC",,"India",,,
"Govt Medical College.","#","Amritsar","#","Amritsar","Punjab",,"UGC",,"India",,,
"Sree Guru Ram Das Institute of Medical Sciences and Research.","#","Sri amritsar","#","Amritsar","Punjab",,"UGC",,"India",,,
"Adesh Institute of Medical Sciences.","#","Bathinda","#","Bathinda","Punjab",,"UGC",,"India",,,
"Gian Sagar Medical College & Hospital.","#","Patiala","#","Patiala","Punjab",,"UGC",,"India",,,
"SMS Medical College.","#","Jaipur","#","Jaipur","Rajasthan",,"UGC",,"India",,,
"SP Medical College.","#","Bikaner","#","Bikaner","Rajasthan",,"UGC",,"India",,,
"RNT Medical College.","#","Udaipur","#","Udaipur","Rajasthan",,"UGC",,"India",,,
"Dr. SN Medical College.","#","Jodhpur","#","Jodhpur","Rajasthan",,"UGC",,"India",,,
"JLN Medical College.","#","Ajmer","#","Ajmer","Rajasthan",,"UGC",,"India",,,
"Govt Medical College.","#","Kota","#","Kota","Rajasthan",,"UGC",,"India",,,
"Mahatma Gandhi National Institute of Medical Sciences.","#","Jaipur","#","Jaipur","Rajasthan",,"UGC",,"India",,,
"National Institute of Medical Sciences.","#","Jaipur","#","Jaipur","Rajasthan",,"UGC",,"India",,,
"Jhalawar Medical College.","#","Jhalawar","#","Jhalawar","Rajasthan",,"UGC",,"India",,,
"Geetanjali Medical College and Hospital.","#","Udaipur","#","Udaipur","Rajasthan",,"UGC",,"India",,,
"Rajasthan University","#","Jaipur","#","Jaipur","Rajasthan",,"UGC",,"India",,,
"New Medical College at Gangtok by Sikkim-Manipal University","#","Gangtok","#","East sikkim","Sikkim",,"UGC",,"India",,,
"Sikkim Manipal University of Health, Medical & Technological Sciences","#","Gangtok","#","East sikkim","Sikkim",,"UGC",,"India",,,
"Chennai Medical College.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Stanley Medical College.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Kilpauk Medical College.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Christian Medical College.","#","Vellore","#","Vellore","Tamil nadu",,"UGC",,"India",,,
"Chengalpattu Medical College.","#","Chengalpattu","#","Kanchipuram","Tamil nadu",,"UGC",,"India",,,
"Thanjavur Medical College.","#","Thanjavur","#","Thanjavur","Tamil nadu",,"UGC",,"India",,,
"Coimbatore Medical College.","#","Coimbatore","#","Coimbatore","Tamil nadu",,"UGC",,"India",,,
"Thirunelveli Medical College.","#","Thirunelveli","#","Thirunelveli","Tamil nadu",,"UGC",,"India",,,
"Madurai Medical College.","#","Madurai","#","Madurai","Tamil nadu",,"UGC",,"India",,,
"Mohan Kumaramangalam Medical College.","#","Selam","#","Selam","Tamil nadu",,"UGC",,"India",,,
"PSG Institute of Medical Sciences.","#","Coimbatore","#","Coimbatore","Tamil nadu",,"UGC",,"India",,,
"Perundurai Medical College.","#","Perundurai","#","Erode","Tamil nadu",,"UGC",,"India",,,
"Vinayaka Mission’s Medical College.","#","Salem","#","Salem","Tamil nadu",,"UGC",,"India",,,
"Sre Ramachandra Medical College & Research Institute.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Rajah Muthiah Medical College.","#","Annamalainagar","#","Thanjavur","Tamil nadu",,"UGC",,"India",,,
"KAP Vishwanathan Govt. Medical College.","#","Tiruchirappalli","#","Tiruchirappalli","Tamil nadu",,"UGC",,"India",,,
"Govt. Medical College.","#","Thoothukudi","#","Thoothukudi","Tamil nadu",,"UGC",,"India",,,
"Meenakshi Medical College & Research Institute.","#","Enathur","#","Kanchipuram","Tamil nadu",,"UGC",,"India",,,
"Sree Balaji Medical College & Hospital.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Govt. Medical College.","#","Asaripallam","#","Kanyakumari","Tamil nadu",,"UGC",,"India",,,
"S.R.M. Medical College & Research Center.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Govt. Vellore Medical College.","#","Vellore","#","Vellore","Tamil nadu",,"UGC",,"India",,,
"Chettinad Hospital and Research Institute.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Sri Mokambika Institute of Medical Sciences.","#","Kulaseharan","#","Kanyakumari","Tamil nadu",,"UGC",,"India",,,
"Govt. Medical College.","#","Theni","#","Theni","Tamil nadu",,"UGC",,"India",,,
"Saveetha Medical College.","#","Thandalam","#","Chennai","Tamil nadu",,"UGC",,"India",,,
"Government Dharmapuri Medical College.","#","Dharmapuri","#","Dharmapuri","Tamil nadu",,"UGC",,"India",,,
"ACS Medical College & Hospital.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Melmaruvathur Adhiparasakthi Institute of Medical Sciences & Research","#","Melmaruvathur","#","Chennai","Tamil nadu",,"UGC",,"India",,,
"Shri Satya Sai Medical College and Research Institute.","#","Nellikuppam","#","Kanchipuram","Tamil nadu",,"UGC",,"India",,,
"Chennai Medical College & Hospital.","#","Tiruchirappalli","#","Tiruchirappalli","Tamil nadu",,"UGC",,"India",,,
"Karpaga Vinayaga Institute of Medical Sciences & Research Centre.","#","Kanchipuram","#","Kanchipuram","Tamil nadu",,"UGC",,"India",,,
"Bharath Institute of Higher Education & Research.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"University of SRM Institute of Science and Technology.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"MGR University.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Saveetha University.","#","Chennai","Madras","Chennai","Tamil nadu",,"UGC",,"India",,,
"Agartala Govt. Medical College.","#","Agartala","#","West tripura","Tripura",,"UGC",,"India",,,
"Tripura Medical College and Dr. BRAM Hospital.","#","Agartala","#","West tripura","Tripura",,"UGC",,"India",,,
"SN Medical College.","#","Agra","#","Agra","Uttar pradesh",,"UGC",,"India",,,
"MLN Medical College.","#","Allahabad","#","Allahabad","Uttar pradesh",,"UGC",,"India",,,
"JN Medical College.","#","Aligarh","#","Aligarh","Uttar pradesh",,"UGC",,"India",,,
"Institute of Medical Sciences.","#","Varanasi","#","Varanasi","Uttar pradesh",,"UGC",,"India",,,
"GSVM Medical College.","#","Kanpur","#","Kanpur nagar","Uttar pradesh",,"UGC",,"India",,,
"MLB Medical College.","#","Jhansi","#","Jhansi","Uttar pradesh",,"UGC",,"India",,,
"KG’s Medical College.","#","Lucknow","#","Lucknow","Uttar pradesh",,"UGC",,"India",,,
"LLR Medical College.","#","Meerut","#","Meerut","Uttar pradesh",,"UGC",,"India",,,
"BRA Medical College.","#","Gorakhpur","#","Gorakhpur","Uttar pradesh",,"UGC",,"India",,,
"Santosh Medical College.","#","Ghaziabad","#","Ghaziabad","Uttar pradesh",,"UGC",,"India",,,
"Subharati Medical College.","#","Meerut","#","Meerut","Uttar pradesh",,"UGC",,"India",,,
"Era,s Lucknow Medical College.","#","Lucknow","#","Lucknow","Uttar pradesh",,"UGC",,"India",,,
"Sri Ram Murti Smarak Institute of Medical Sciences.","#","Bareilly","#","Bareilly","Uttar pradesh",,"UGC",,"India",,,
"Rural Institute of Medical Sciences & Research.","#","Saifai","#","Etawah","Uttar pradesh",,"UGC",,"India",,,
"Rohilkhand Medical College & Hospital.","#","Bareilly","#","Bareilly","Uttar pradesh",,"UGC",,"India",,,
"Muzaffarnagar Medical College.","#","Muzaffarnagar","#","Muzaffarnagar","Uttar pradesh",,"UGC",,"India",,,
"Teerthanker Mahaveer Medical College & Research Centre.","#","Moradabad","#","Moradabad","Uttar pradesh",,"UGC",,"India",,,
"Saraswathi Institute of Medical Sciences.","#","Anwarpur","#","Hapur","Uttar pradesh",,"UGC",,"India",,,
"Rama Medical College, Hospital & Research Centre.","#","Kanpur","#","Kanpur nagar","Uttar pradesh",,"UGC",,"India",,,
"Hind Institute of Medical Sciences.","#","Barabanki","#","Barabanki","Uttar pradesh",,"UGC",,"India",,,
"Hindustan Institute of Medical Sciences & Research.","#","Noida","#","Gautam buddh nagar","Uttar pradesh",,"UGC",,"India",,,
"Allahabad University.","#","Allahabad","#","Allahabad","Uttar pradesh",,"UGC",,"India",,,
"Chhatrapati Shahu Ji Maharaj University.","#","Kanpur","#","Kanpur nagar","Uttar pradesh",,"UGC",,"India",,,
"Lucknow University.","#","Lucknow","#","Lucknow","Uttar pradesh",,"UGC",,"India",,,
"Ch. Charan Singh University.","#","Meerut","#","Meerut","Uttar pradesh",,"UGC",,"India",,,
"Gorakhpur University.","#","Gorakhpur","#","Gorakhpur","Uttar pradesh",,"UGC",,"India",,,
"Dr. RML Avadh University.","#","Faizabad","#","Faizabad","Uttar pradesh",,"UGC",,"India",,,
"MPJ Rohelkhand University.","#","Bareilly","#","Bareilly","Uttar pradesh",,"UGC",,"India",,,
"Dr. Ram Manohar Lohia Medical University.","#","Faizabad","#","Faizabad","Uttar pradesh",,"UGC",,"India",,,
"Hiamalaya Institute of Medical Sciences.","#","Dehradun","#","Dehradun","Uttarakhand",,"UGC",,"India",,,
"Uttranchal Forest Trust Hospital Trust.","#","Haldwani","#","Nainital","Uttarakhand",,"UGC",,"India",,,
"Guru Ram Rai Institute of Medical Sciences.","#","Dehradun","#","Dehradun","Uttarakhand",,"UGC",,"India",,,
"Veer Chander Singh Garwali Government Medical Sciences & Research Institute.","#","Srinagar","#","Pauri garhwal","Uttarakhand",,"UGC",,"India",,,
"H.N.B. Garhwal University.","#","Dehradun","#","Dehradun","Uttarakhand",,"UGC",,"India",,,
"Kauman University.","#","Haldwani","#","Nainital","Uttarakhand",,"UGC",,"India",,,
"Medical College.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"RG Kao Medical College.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"NRS Medical College.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"Calcutta National Medical College.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"BS Medical College.","#","Bankura","#","Bankura","West bengal",,"UGC",,"India",,,
"North Bengal Medical College.","#","Darjeeling","#","Darjeeling","West bengal",,"UGC",,"India",,,
"Burdwan Medical College.","#","Burdwan","#","Bardhaman","West bengal",,"UGC",,"India",,,
"Govt. Medical College.","#","Midnapore","#","Paschim medinipur","West bengal",,"UGC",,"India",,,
"Institute of Postgraduate Medical Education & Research.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"KPC Medical College & Hospital Society.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"Calcutta University.","#","Kolkata","Calcutta","Kolkata","West bengal",,"UGC",,"India",,,
"North Bengal University.","#","Darjeeling","#","Darjeeling","West bengal",,"UGC",,"India",,,
"Gujarat Adani Institute of Medical Sciences.","#","Bhuj","#","Kutch","Gujarat",,"UGC",,"India",,,
"Andaman & Nicobar Islands Institute of Medical Sciences.","#","Port Blair","#","South andaman","Andaman and nicobar islands",,"UGC",,"India",,,
"ACSR Government Medical College.","#","Nellore","#","Sri potti sriramulu nellore","Andhra pradesh",,"UGC",,"India",,,
"Viswabharathi Medical College.","#","Kurnool","#","Kurnool","Andhra pradesh",,"UGC",,"India",,,
"RVS Institute of Medical Sciences.","#","Chittoor","#","Chittoor","Andhra pradesh",,"UGC",,"India",,,
"NRI Institute of Medical Sciences.","#","Visakhapatnam","#","Visakhapatnam","Andhra pradesh",,"UGC",,"India",,,
"Great Eastern Medical School and Hospital.","#","Srikakulam","#","Srikakulam","Andhra pradesh",,"UGC",,"India",,,
"Apollo Institute of Medical Sciences and Research.","#","Chittoor","#","Chittoor","Andhra pradesh",,"UGC",,"India",,,
"Gayathri Vidya Parishad Institute of Health Care & Medical Technology.","#","Visakhapatnam","#","Visakhapatnam","Andhra pradesh",,"UGC",,"India",,,
"Nimra Institute of Medical Sciences.","#","Vijayawada","#","Krishna","Andhra pradesh",,"UGC",,"India",,,
"Government Siddhartha Medical College.","#","Vijayawada","#","Krishna","Andhra pradesh",,"UGC",,"India",,,
"Alluri Sitaram Raju Academy of Medical Sciences.","#","Eluru","#","West godavari","Andhra pradesh",,"UGC",,"India",,,
"Maharajah Institute of Medical Sciences.","#","Vizianagaram","#","Vizianagaram","Andhra pradesh",,"UGC",,"India",,,
"Konaseema Institute of Medical Sciences & Research Foundation.","#","Amalapuram","#","East godavari","Andhra pradesh",,"UGC",,"India",,,
"P E S Institute Of Medical Sciences and Research.","#","Kuppam","#","Chittoor","Andhra pradesh",,"UGC",,"India",,,
"Government Medical College.","#","Anantapur","#","Anantapur","Andhra pradesh",,"UGC",,"India",,,
"Dr. P.S.I. Medical College.","#","Chinoutpalli","#","Krishna","Andhra pradesh",,"UGC",,"India",,,
"GITAM Institute of Medical Sciences and Research.","#","Visakhapatnam","#","Visakhapatnam","Andhra pradesh",,"UGC",,"India",,,
"Fathima Institute of Medical Sciences.","#","Kadapa","#","Kadapa","Andhra pradesh",,"UGC",,"India",,,
"Tezpur Medical College & Hospital.","#","Tezpur","#","Sonitpur","Assam",,"UGC",,"India",,,
"Fakhruddin Ali Ahmed Medical College.","#","Barpeta","#","Barpeta","Assam",,"UGC",,"India",,,
"Jorhat Medical College & Hospital.","#","Jorhat","#","Jorhat","Assam",,"UGC",,"India",,,
"Government Medical College.","#","Bettiah","#","West champaran","Bihar",,"UGC",,"India",,,
"Vardhman Institute of Medical Sciences.","#","Pawapuri","#","Nalanda","Bihar",,"UGC",,"India",,,
"Indira Gandhi Institute of Medical Sciences.","#","Patna","#","Patna","Bihar",,"UGC",,"India",,,
"Anugrah Narayan Magadh Medical College.","#","Gaya","#","Gaya","Bihar",,"UGC",,"India",,,
"Shri Krishna Medical College.","#","Muzzafarpur","#","Muzzafarpur","Bihar",,"UGC",,"India",,,
"All India Institute of Medical Sciences.","#","Patna","#","Patna","Bihar",,"UGC",,"India",,,
"Lord Buddha Koshi Medical College and Hospital.","#","Saharsa","#","Saharsa","Bihar",,"UGC",,"India",,,
"Government Medical College.","#","Chandigarh","#","Chandigarh","Chandigarh",,"UGC",,"India",,,
"Gandhi Institute of Technology and Management.","#","Visakhapatnam","#","Visakhapatnam","Andhra pradesh",,"UGC",,"India",,,
"Srimanta Shankardeva University of Health Sciences.","#","Tezpur","#","Sonitpur","Assam",,"UGC",,"India",,,
"Government Medical College.","#","Bilaspur","#","Bilaspur","Chattisgarh",,"UGC",,"India",,,
" Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College.","#","Jagdalpur","#","Bastar","Chattisgarh",,"UGC",,"India",,,
"Chhattisgarh Institute of Medical Sciences.","#","Bilaspur","#","Bilaspur","Chattisgarh",,"UGC",,"India",,,
"Shri Shankaracharya Institute of Medical Sciences.","#","Bhilai","#","Durg","Chattisgarh",,"UGC",,"India",,,
"Raipur Institute of Medical Sciences.","#","Raipur","#","Raipur","Chattisgarh",,"UGC",,"India",,,
"Chandulal Chandrakar Memorial Medical College.","#","Durg","#","Durg","Chattisgarh",,"UGC",,"India",,,
"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College.","#","Raigarh","#","Raigarh","Chattisgarh",,"UGC",,"India",,,
